SourceFile,FileName,CreateDate
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-05__16-16-05.MP4,CEBUS-01-R3__2018-01-05__16-16-05.MP4,05/01/2018_16:16:05
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-05__16-19-25.MP4,CEBUS-01-R3__2018-01-05__16-19-25.MP4,05/01/2018_16:19:25
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-05__16-20-09.MP4,CEBUS-01-R3__2018-01-05__16-20-09.MP4,05/01/2018_16:20:09
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-05__16-28-23.MP4,CEBUS-01-R3__2018-01-05__16-28-23.MP4,05/01/2018_16:28:23
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-05__16-31-50.MP4,CEBUS-01-R3__2018-01-05__16-31-50.MP4,05/01/2018_16:31:50
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-05__16-32-42.MP4,CEBUS-01-R3__2018-01-05__16-32-42.MP4,05/01/2018_16:32:42
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-05__16-44-29.MP4,CEBUS-01-R3__2018-01-05__16-44-29.MP4,05/01/2018_16:44:29
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-05__16-48-33.MP4,CEBUS-01-R3__2018-01-05__16-48-33.MP4,05/01/2018_16:48:33
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-05__16-49-14.MP4,CEBUS-01-R3__2018-01-05__16-49-14.MP4,05/01/2018_16:49:14
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-05__16-52-54.MP4,CEBUS-01-R3__2018-01-05__16-52-54.MP4,05/01/2018_16:52:54
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-05__16-55-16.MP4,CEBUS-01-R3__2018-01-05__16-55-16.MP4,05/01/2018_16:55:16
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-06__16-05-38.MP4,CEBUS-01-R3__2018-01-06__16-05-38.MP4,06/01/2018_16:05:38
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-06__16-14-10.MP4,CEBUS-01-R3__2018-01-06__16-14-10.MP4,06/01/2018_16:14:10
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-07__06-44-03.MP4,CEBUS-01-R3__2018-01-07__06-44-03.MP4,07/01/2018_06:44:03
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-07__06-45-09.MP4,CEBUS-01-R3__2018-01-07__06-45-09.MP4,07/01/2018_06:45:09
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-07__06-45-55.MP4,CEBUS-01-R3__2018-01-07__06-45-55.MP4,07/01/2018_06:45:55
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-07__14-37-23.MP4,CEBUS-01-R3__2018-01-07__14-37-23.MP4,07/01/2018_14:37:23
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-07__15-10-08.MP4,CEBUS-01-R3__2018-01-07__15-10-08.MP4,07/01/2018_15:10:08
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-07__17-43-09.MP4,CEBUS-01-R3__2018-01-07__17-43-09.MP4,07/01/2018_17:43:09
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-07__17-50-11.MP4,CEBUS-01-R3__2018-01-07__17-50-11.MP4,07/01/2018_17:50:11
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-07__17-52-06.MP4,CEBUS-01-R3__2018-01-07__17-52-06.MP4,07/01/2018_17:52:06
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-07__17-53-42.MP4,CEBUS-01-R3__2018-01-07__17-53-42.MP4,07/01/2018_17:53:42
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-07__18-05-18.MP4,CEBUS-01-R3__2018-01-07__18-05-18.MP4,07/01/2018_18:05:18
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-07__18-15-09.MP4,CEBUS-01-R3__2018-01-07__18-15-09.MP4,07/01/2018_18:15:09
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-07__18-16-56.MP4,CEBUS-01-R3__2018-01-07__18-16-56.MP4,07/01/2018_18:16:56
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-07__18-23-02.MP4,CEBUS-01-R3__2018-01-07__18-23-02.MP4,07/01/2018_18:23:02
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-09__17-30-18.MP4,CEBUS-01-R3__2018-01-09__17-30-18.MP4,09/01/2018_17:30:18
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-09__17-38-26.MP4,CEBUS-01-R3__2018-01-09__17-38-26.MP4,09/01/2018_17:38:26
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-09__17-41-11.MP4,CEBUS-01-R3__2018-01-09__17-41-11.MP4,09/01/2018_17:41:11
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-09__18-03-24.MP4,CEBUS-01-R3__2018-01-09__18-03-24.MP4,09/01/2018_18:03:24
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-10__07-00-53.MP4,CEBUS-01-R3__2018-01-10__07-00-53.MP4,10/01/2018_07:00:53
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-11__16-48-22.MP4,CEBUS-01-R3__2018-01-11__16-48-22.MP4,11/01/2018_16:48:22
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-11__16-53-36.MP4,CEBUS-01-R3__2018-01-11__16-53-36.MP4,11/01/2018_16:53:36
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-11__17-03-02.MP4,CEBUS-01-R3__2018-01-11__17-03-02.MP4,11/01/2018_17:03:02
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-11__17-29-24.MP4,CEBUS-01-R3__2018-01-11__17-29-24.MP4,11/01/2018_17:29:24
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-13__08-29-49.MP4,CEBUS-01-R3__2018-01-13__08-29-49.MP4,13/01/2018_08:29:49
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-13__15-17-49.MP4,CEBUS-01-R3__2018-01-13__15-17-49.MP4,13/01/2018_15:17:49
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-14__07-41-44.MP4,CEBUS-01-R3__2018-01-14__07-41-44.MP4,14/01/2018_07:41:44
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-14__17-41-13.MP4,CEBUS-01-R3__2018-01-14__17-41-13.MP4,14/01/2018_17:41:13
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-18__16-13-12.MP4,CEBUS-01-R3__2018-01-18__16-13-12.MP4,18/01/2018_16:13:12
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-18__17-26-23.MP4,CEBUS-01-R3__2018-01-18__17-26-23.MP4,18/01/2018_17:26:23
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-18__17-39-49.MP4,CEBUS-01-R3__2018-01-18__17-39-49.MP4,18/01/2018_17:39:49
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-19__09-49-06.MP4,CEBUS-01-R3__2018-01-19__09-49-06.MP4,19/01/2018_09:49:06
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-20__08-41-35.MP4,CEBUS-01-R3__2018-01-20__08-41-35.MP4,20/01/2018_08:41:35
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-23__13-48-25.MP4,CEBUS-01-R3__2018-01-23__13-48-25.MP4,23/01/2018_13:48:25
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-23__17-58-36.MP4,CEBUS-01-R3__2018-01-23__17-58-36.MP4,23/01/2018_17:58:36
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-25__07-24-44.MP4,CEBUS-01-R3__2018-01-25__07-24-44.MP4,25/01/2018_07:24:44
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-26__10-52-34.MP4,CEBUS-01-R3__2018-01-26__10-52-34.MP4,26/01/2018_10:52:34
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-27__16-34-33.MP4,CEBUS-01-R3__2018-01-27__16-34-33.MP4,27/01/2018_16:34:33
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-28__10-53-56.MP4,CEBUS-01-R3__2018-01-28__10-53-56.MP4,28/01/2018_10:53:56
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-28__17-14-24.MP4,CEBUS-01-R3__2018-01-28__17-14-24.MP4,28/01/2018_17:14:24
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-28__17-15-03.MP4,CEBUS-01-R3__2018-01-28__17-15-03.MP4,28/01/2018_17:15:03
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-01-28__17-17-05.MP4,CEBUS-01-R3__2018-01-28__17-17-05.MP4,28/01/2018_17:17:05
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-03__16-22-11.MP4,CEBUS-01-R3__2018-02-03__16-22-11.MP4,03/02/2018_16:22:11
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-04__12-16-00.MP4,CEBUS-01-R3__2018-02-04__12-16-00.MP4,04/02/2018_12:16:00
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-06__18-32-40.MP4,CEBUS-01-R3__2018-02-06__18-32-40.MP4,06/02/2018_18:32:40
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-09__06-40-51.MP4,CEBUS-01-R3__2018-02-09__06-40-51.MP4,09/02/2018_06:40:51
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-12__15-16-30.MP4,CEBUS-01-R3__2018-02-12__15-16-30.MP4,12/02/2018_15:16:30
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-12__15-20-34.MP4,CEBUS-01-R3__2018-02-12__15-20-34.MP4,12/02/2018_15:20:34
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-12__15-21-26.MP4,CEBUS-01-R3__2018-02-12__15-21-26.MP4,12/02/2018_15:21:26
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-14__14-50-27.MP4,CEBUS-01-R3__2018-02-14__14-50-27.MP4,14/02/2018_14:50:27
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-16__13-55-38.MP4,CEBUS-01-R3__2018-02-16__13-55-38.MP4,16/02/2018_13:55:38
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-16__13-59-32.MP4,CEBUS-01-R3__2018-02-16__13-59-32.MP4,16/02/2018_13:59:32
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-17__10-44-37.MP4,CEBUS-01-R3__2018-02-17__10-44-37.MP4,17/02/2018_10:44:37
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-17__10-45-47.MP4,CEBUS-01-R3__2018-02-17__10-45-47.MP4,17/02/2018_10:45:47
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-18__03-50-57.MP4,CEBUS-01-R3__2018-02-18__03-50-57.MP4,18/02/2018_03:50:57
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-18__07-32-59.MP4,CEBUS-01-R3__2018-02-18__07-32-59.MP4,18/02/2018_07:32:59
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-18__12-21-21.MP4,CEBUS-01-R3__2018-02-18__12-21-21.MP4,18/02/2018_12:21:21
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-18__17-21-42.MP4,CEBUS-01-R3__2018-02-18__17-21-42.MP4,18/02/2018_17:21:42
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-18__17-25-14.MP4,CEBUS-01-R3__2018-02-18__17-25-14.MP4,18/02/2018_17:25:14
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-18__17-25-55.MP4,CEBUS-01-R3__2018-02-18__17-25-55.MP4,18/02/2018_17:25:55
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-18__19-34-37.MP4,CEBUS-01-R3__2018-02-18__19-34-37.MP4,18/02/2018_19:34:37
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-18__19-45-12.MP4,CEBUS-01-R3__2018-02-18__19-45-12.MP4,18/02/2018_19:45:12
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-18__19-54-43.MP4,CEBUS-01-R3__2018-02-18__19-54-43.MP4,18/02/2018_19:54:43
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-19__07-19-45.MP4,CEBUS-01-R3__2018-02-19__07-19-45.MP4,19/02/2018_07:19:45
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-20__16-43-02.MP4,CEBUS-01-R3__2018-02-20__16-43-02.MP4,20/02/2018_16:43:02
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-22__12-25-13.MP4,CEBUS-01-R3__2018-02-22__12-25-13.MP4,22/02/2018_12:25:13
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-22__12-30-20.MP4,CEBUS-01-R3__2018-02-22__12-30-20.MP4,22/02/2018_12:30:20
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-23__17-06-55.MP4,CEBUS-01-R3__2018-02-23__17-06-55.MP4,23/02/2018_17:06:55
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-24__14-04-09.MP4,CEBUS-01-R3__2018-02-24__14-04-09.MP4,24/02/2018_14:04:09
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-24__14-04-56.MP4,CEBUS-01-R3__2018-02-24__14-04-56.MP4,24/02/2018_14:04:56
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-24__14-05-38.MP4,CEBUS-01-R3__2018-02-24__14-05-38.MP4,24/02/2018_14:05:38
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-24__14-06-19.MP4,CEBUS-01-R3__2018-02-24__14-06-19.MP4,24/02/2018_14:06:19
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-24__14-09-21.MP4,CEBUS-01-R3__2018-02-24__14-09-21.MP4,24/02/2018_14:09:21
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-24__14-10-14.MP4,CEBUS-01-R3__2018-02-24__14-10-14.MP4,24/02/2018_14:10:14
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-24__14-14-54.MP4,CEBUS-01-R3__2018-02-24__14-14-54.MP4,24/02/2018_14:14:54
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-26__18-28-12.MP4,CEBUS-01-R3__2018-02-26__18-28-12.MP4,26/02/2018_18:28:12
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-26__18-36-05.MP4,CEBUS-01-R3__2018-02-26__18-36-05.MP4,26/02/2018_18:36:05
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-27__07-12-21.MP4,CEBUS-01-R3__2018-02-27__07-12-21.MP4,27/02/2018_07:12:21
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-27__17-11-26.MP4,CEBUS-01-R3__2018-02-27__17-11-26.MP4,27/02/2018_17:11:26
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-02-28__20-15-04.MP4,CEBUS-01-R3__2018-02-28__20-15-04.MP4,28/02/2018_20:15:04
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-02__10-32-23.MP4,CEBUS-01-R3__2018-03-02__10-32-23.MP4,02/03/2018_10:32:23
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-03__06-46-45.MP4,CEBUS-01-R3__2018-03-03__06-46-45.MP4,03/03/2018_06:46:45
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-04__12-40-47.MP4,CEBUS-01-R3__2018-03-04__12-40-47.MP4,04/03/2018_12:40:47
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-04__12-55-57.MP4,CEBUS-01-R3__2018-03-04__12-55-57.MP4,04/03/2018_12:55:57
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-04__17-38-54.MP4,CEBUS-01-R3__2018-03-04__17-38-54.MP4,04/03/2018_17:38:54
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-04__17-50-51.MP4,CEBUS-01-R3__2018-03-04__17-50-51.MP4,04/03/2018_17:50:51
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-04__17-51-30.MP4,CEBUS-01-R3__2018-03-04__17-51-30.MP4,04/03/2018_17:51:30
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-06__09-16-49.MP4,CEBUS-01-R3__2018-03-06__09-16-49.MP4,06/03/2018_09:16:49
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-06__15-55-03.MP4,CEBUS-01-R3__2018-03-06__15-55-03.MP4,06/03/2018_15:55:03
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-06__15-56-18.MP4,CEBUS-01-R3__2018-03-06__15-56-18.MP4,06/03/2018_15:56:18
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-06__16-05-16.MP4,CEBUS-01-R3__2018-03-06__16-05-16.MP4,06/03/2018_16:05:16
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-07__17-03-21.MP4,CEBUS-01-R3__2018-03-07__17-03-21.MP4,07/03/2018_17:03:21
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-07__17-10-01.MP4,CEBUS-01-R3__2018-03-07__17-10-01.MP4,07/03/2018_17:10:01
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-08__06-41-33.MP4,CEBUS-01-R3__2018-03-08__06-41-33.MP4,08/03/2018_06:41:33
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-08__06-48-57.MP4,CEBUS-01-R3__2018-03-08__06-48-57.MP4,08/03/2018_06:48:57
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-08__07-26-40.MP4,CEBUS-01-R3__2018-03-08__07-26-40.MP4,08/03/2018_07:26:40
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-08__07-27-21.MP4,CEBUS-01-R3__2018-03-08__07-27-21.MP4,08/03/2018_07:27:21
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-09__16-33-56.MP4,CEBUS-01-R3__2018-03-09__16-33-56.MP4,09/03/2018_16:33:56
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-09__16-38-09.MP4,CEBUS-01-R3__2018-03-09__16-38-09.MP4,09/03/2018_16:38:09
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-09__16-46-19.MP4,CEBUS-01-R3__2018-03-09__16-46-19.MP4,09/03/2018_16:46:19
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-09__16-47-39.MP4,CEBUS-01-R3__2018-03-09__16-47-39.MP4,09/03/2018_16:47:39
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-13__16-01-11.MP4,CEBUS-01-R3__2018-03-13__16-01-11.MP4,13/03/2018_16:01:11
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-14__07-09-58.MP4,CEBUS-01-R3__2018-03-14__07-09-58.MP4,14/03/2018_07:09:58
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-14__07-17-18.MP4,CEBUS-01-R3__2018-03-14__07-17-18.MP4,14/03/2018_07:17:18
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-14__07-19-55.MP4,CEBUS-01-R3__2018-03-14__07-19-55.MP4,14/03/2018_07:19:55
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-17__20-11-46.MP4,CEBUS-01-R3__2018-03-17__20-11-46.MP4,17/03/2018_20:11:46
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-18__17-54-00.MP4,CEBUS-01-R3__2018-03-18__17-54-00.MP4,18/03/2018_17:54:00
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-19__06-44-24.MP4,CEBUS-01-R3__2018-03-19__06-44-24.MP4,19/03/2018_06:44:24
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-19__06-56-28.MP4,CEBUS-01-R3__2018-03-19__06-56-28.MP4,19/03/2018_06:56:28
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-19__06-58-23.MP4,CEBUS-01-R3__2018-03-19__06-58-23.MP4,19/03/2018_06:58:23
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-19__15-06-09.MP4,CEBUS-01-R3__2018-03-19__15-06-09.MP4,19/03/2018_15:06:09
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-19__15-09-10.MP4,CEBUS-01-R3__2018-03-19__15-09-10.MP4,19/03/2018_15:09:10
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-23__15-04-03.MP4,CEBUS-01-R3__2018-03-23__15-04-03.MP4,23/03/2018_15:04:03
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-23__15-20-01.MP4,CEBUS-01-R3__2018-03-23__15-20-01.MP4,23/03/2018_15:20:01
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-23__15-20-51.MP4,CEBUS-01-R3__2018-03-23__15-20-51.MP4,23/03/2018_15:20:51
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-23__15-22-34.MP4,CEBUS-01-R3__2018-03-23__15-22-34.MP4,23/03/2018_15:22:34
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-24__12-17-30.MP4,CEBUS-01-R3__2018-03-24__12-17-30.MP4,24/03/2018_12:17:30
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-24__12-39-31.MP4,CEBUS-01-R3__2018-03-24__12-39-31.MP4,24/03/2018_12:39:31
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-24__14-10-31.MP4,CEBUS-01-R3__2018-03-24__14-10-31.MP4,24/03/2018_14:10:31
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-24__15-37-38.MP4,CEBUS-01-R3__2018-03-24__15-37-38.MP4,24/03/2018_15:37:38
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-25__03-30-14.MP4,CEBUS-01-R3__2018-03-25__03-30-14.MP4,25/03/2018_03:30:14
/Volumes/Coiba Image Data/renamed_data/R3/CEBUS-01-R3/CEBUS-01-R3__2018-03-25__03-31-46.MP4,CEBUS-01-R3__2018-03-25__03-31-46.MP4,25/03/2018_03:31:46
